Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score
NASDAQ-100 Open,24/03/2004,Masters,Outdoor,Hard,1st Round,3,FerreiraW,SluiterR,FerreiraW,1.8,1.9,6-3 6-1
NASDAQ-100 Open,24/03/2004,Masters,Outdoor,Hard,1st Round,3,JohanssonT,DavydenkoN,DavydenkoN,1.4,2.75,2-6 6-2 3-6
NASDAQ-100 Open,24/03/2004,Masters,Outdoor,Hard,1st Round,3,GinepriR,Ramirez-HidalgoR,GinepriR,1.16,4.5,6-2 6-2
NASDAQ-100 Open,24/03/2004,Masters,Outdoor,Hard,1st Round,3,MorrisonJ,BenneteauJ,BenneteauJ,1.83,1.83,3-6 6-2 5-7
NASDAQ-100 Open,24/03/2004,Masters,Outdoor,Hard,1st Round,3,SaulnierC,BakerB,SaulnierC,1.28,3.5,6-4 6-3
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,TursunovD,PavelA,PavelA,2.25,1.57,2-6 6-7
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,MartinT,HeubergerI,MartinT,1.44,2.62,3-6 6-4 6-2
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,AndreevI,KieferN,KieferN,2.37,1.53,3-6 4-6
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,StepanekR,SargsianS,StepanekR,2.25,1.57,6-3 6-4
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,YouzhnyM,DentT,DentT,2.0,1.72,3-6 3-6
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,BeckK,HanescuV,BeckK,2.25,1.57,6-1 6-3
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,SalzensteinJ,MelloR,MelloR,1.57,2.25,6-7 6-7
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,UlihrachB,MullerG,UlihrachB,1.72,2.0,6-4 7-5
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,SantoroF,HernychJ,HernychJ,1.8,1.9,5-7 5-7
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,BurgsmullerL,GambillJM,BurgsmullerL,3.75,1.25,7-5 6-4
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,HornaL,SanchezD,SanchezD,1.66,2.1,4-6 4-6
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,LapenttiN,EnqvistT,LapenttiN,2.62,1.44,7-5 2-6 6-4
NASDAQ-100 Open,25/03/2004,Masters,Outdoor,Hard,1st Round,3,BlakeJ,SpadeaV,SpadeaV,1.72,2.0,7-6 6-7 1-6
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,1st Round,3,ReidT,SarettaF,ReidT,2.2,1.61,6-4 6-4
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,1st Round,3,CarlsenK,RochusO,RochusO,2.0,1.72,5-7 1-6
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,1st Round,3,SquillariF,LeeHT,SquillariF,1.83,1.83,2-6 6-2 6-3
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,1st Round,3,CarrazG,ZabaletaM,ZabaletaM,2.0,1.72,4-6 5-7
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,1st Round,3,MalisseX,LabadzeI,MalisseX,1.61,2.2,6-2 6-0
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,1st Round,3,HaasT,CanasG,CanasG,1.72,2.0,1-6 6-7
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,1st Round,3,MonacoJ,JohanssonJ,MonacoJ,2.75,1.4,7-6 6-2
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,2nd Round,3,FerreiraW,CoriaG,CoriaG,3.0,1.36,6-7 0-6
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,2nd Round,3,BenneteauJ,FishM,BenneteauJ,4.5,1.16,6-4 6-4
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,2nd Round,3,NieminenJ,MartinT,MartinT,1.61,2.2,3-6 7-5 5-7
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,2nd Round,3,MelzerJ,HenmanT,MelzerJ,4.5,1.16,7-6 2-6 7-6
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,2nd Round,3,MassuN,PavelA,PavelA,2.5,1.5,6-7 1-6
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,2nd Round,3,LjubicicI,ClementA,LjubicicI,1.83,1.83,3-6 6-3 6-2
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,2nd Round,3,SoderlingR,HewittL,HewittL,4.5,1.16,4-6 2-6
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,2nd Round,3,ChelaJI,SaulnierC,ChelaJI,1.5,2.5,2-6 6-4 7-5
NASDAQ-100 Open,26/03/2004,Masters,Outdoor,Hard,2nd Round,3,SchuettlerR,KieferN,KieferN,1.9,1.8,4-6 6-4 6-7
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,GinepriR,GaudioG,GinepriR,1.53,2.37,7-6 6-2
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,RochusO,RobredoT,RobredoT,2.37,1.53,6-4 1-6 6-7
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,StepanekR,VerdascoF,StepanekR,1.72,2.0,7-6 7-6
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,UlihrachB,HrbatyD,HrbatyD,2.75,1.4,3-6 6-3 3-6
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,ReidT,VerkerkM,ReidT,2.2,1.61,4-6 6-4 7-6
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,SafinM,SpadeaV,SpadeaV,1.4,2.75,6-7 7-6 4-6
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,SrichaphanP,MelloR,SrichaphanP,1.36,3.0,6-1 1-6 6-3
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,BurgsmullerL,CalleriA,CalleriA,3.25,1.33,3-6 5-7
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,BjorkmanJ,DentT,BjorkmanJ,2.25,1.57,7-6 6-2
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,LopezF,AscioneT,AscioneT,1.44,2.62,6-7 4-6
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,GonzalezF,KuceraK,GonzalezF,1.57,2.25,7-5 7-6
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,KoubekS,NovakJ,NovakJ,3.0,1.36,4-6 0-6
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,GrosjeanS,LapenttiN,GrosjeanS,1.4,2.75,6-3 6-4
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,SanchezD,MoyaC,MoyaC,4.5,1.16,6-4 4-6 4-6
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,RoddickA,BeckK,RoddickA,1.1,6.5,6-2 6-4
NASDAQ-100 Open,27/03/2004,Masters,Outdoor,Hard,2nd Round,3,DavydenkoN,FedererR,FedererR,8.0,1.06,2-6 6-3 5-7
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,2nd Round,3,MalisseX,CostaA,MalisseX,1.72,2.0,6-4 6-2
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,2nd Round,3,ZabaletaM,AgassiA,AgassiA,6.0,1.11,0-6 6-7
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,2nd Round,3,MirnyiM,SquillariF,MirnyiM,1.44,2.62,6-4 7-6
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,2nd Round,3,PhilippoussisM,HernychJ,HernychJ,1.53,2.37,4-6 2-6
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,2nd Round,3,MonacoJ,KuertenG,MonacoJ,2.5,1.5,6-1 3-6 7-5
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,3rd Round,3,ChelaJI,CoriaG,CoriaG,3.0,1.36,2-6 6-3 3-6
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,3rd Round,3,BenneteauJ,LjubicicI,BenneteauJ,2.75,1.4,7-6 6-1
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,3rd Round,3,HewittL,PavelA,PavelA,1.16,4.5,4-6 5-7
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,3rd Round,3,GrosjeanS,AscioneT,GrosjeanS,1.28,3.5,6-3 4-6 7-6
NASDAQ-100 Open,28/03/2004,Masters,Outdoor,Hard,3rd Round,3,GinepriR,KieferN,KieferN,1.8,1.9,6-7 6-3 4-6
NASDAQ-100 Open,29/03/2004,Masters,Outdoor,Hard,3rd Round,3,GonzalezF,NovakJ,GonzalezF,2.1,1.66,6-4 6-2
NASDAQ-100 Open,29/03/2004,Masters,Outdoor,Hard,3rd Round,3,MelzerJ,MartinT,MartinT,1.72,2.0,6-7 3-6
NASDAQ-100 Open,29/03/2004,Masters,Outdoor,Hard,3rd Round,3,NadalR,FedererR,NadalR,5.0,1.14,6-3 6-3
NASDAQ-100 Open,29/03/2004,Masters,Outdoor,Hard,3rd Round,3,ReidT,CalleriA,CalleriA,2.5,1.5,4-6 6-7
NASDAQ-100 Open,29/03/2004,Masters,Outdoor,Hard,3rd Round,3,RobredoT,HernychJ,RobredoT,1.66,2.1,3-6 6-3 7-6
NASDAQ-100 Open,29/03/2004,Masters,Outdoor,Hard,3rd Round,3,StepanekR,SpadeaV,SpadeaV,2.75,1.4,3-6 6-2 6-7
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,3rd Round,3,AgassiA,MirnyiM,AgassiA,1.16,4.5,6-2 6-2
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,3rd Round,3,BjorkmanJ,RoddickA,RoddickA,4.0,1.22,4-6 6-3 3-6
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,3rd Round,3,MoyaC,HrbatyD,MoyaC,1.53,2.37,7-5 1-6 6-3
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,3rd Round,3,MonacoJ,SrichaphanP,SrichaphanP,2.2,1.61,6-1 4-6 4-6
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,3rd Round,3,CanasG,MalisseX,CanasG,1.66,2.1,6-4 2-6 6-3
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,4th Round,3,BenneteauJ,CoriaG,CoriaG,4.33,1.2,6-7 6-2 5-7
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,4th Round,3,KieferN,GrosjeanS,KieferN,2.25,1.57,6-4 6-2
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,4th Round,3,MartinT,PavelA,PavelA,2.25,1.57,6-7 6-7
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,4th Round,3,CalleriA,AgassiA,CalleriA,5.0,1.14,6-2 7-6
NASDAQ-100 Open,30/03/2004,Masters,Outdoor,Hard,4th Round,3,NadalR,GonzalezF,GonzalezF,1.8,1.9,6-7 6-4 2-6
NASDAQ-100 Open,31/03/2004,Masters,Outdoor,Hard,4th Round,3,RoddickA,CanasG,RoddickA,1.25,3.75,6-3 6-3
NASDAQ-100 Open,31/03/2004,Masters,Outdoor,Hard,4th Round,3,RobredoT,MoyaC,MoyaC,2.75,1.4,3-6 3-6
NASDAQ-100 Open,31/03/2004,Masters,Outdoor,Hard,4th Round,3,SpadeaV,SrichaphanP,SpadeaV,1.72,2.0,5-7 6-3 6-2
NASDAQ-100 Open,31/03/2004,Masters,Outdoor,Hard,Quarterfinals,3,KieferN,CoriaG,CoriaG,2.62,1.44,3-6 3-6
NASDAQ-100 Open,1/04/2004,Masters,Outdoor,Hard,Quarterfinals,3,GonzalezF,PavelA,GonzalezF,1.66,2.1,6-7 6-3 6-4
NASDAQ-100 Open,1/04/2004,Masters,Outdoor,Hard,Quarterfinals,3,MoyaC,RoddickA,RoddickA,2.75,1.4,7-5 2-6 5-7
NASDAQ-100 Open,2/04/2004,Masters,Outdoor,Hard,Quarterfinals,3,SpadeaV,CalleriA,SpadeaV,2.0,1.72,7-5 6-1
NASDAQ-100 Open,2/04/2004,Masters,Outdoor,Hard,Semifinals,3,GonzalezF,CoriaG,CoriaG,2.5,1.53,6-4 6-7 1-6
NASDAQ-100 Open,3/04/2004,Masters,Outdoor,Hard,Semifinals,3,RoddickA,SpadeaV,RoddickA,1.25,4.0,6-1 6-3
Estoril Open,12/04/2004,International,Outdoor,Clay,1st Round,3,DavydenkoN,StepanekR,StepanekR,1.72,2.0,6-7 3-6
Estoril Open,12/04/2004,International,Outdoor,Clay,1st Round,3,PatienceO,BoutterJ,PatienceO,1.444,2.935,3-6 6-2 6-4
Estoril Open,12/04/2004,International,Outdoor,Clay,1st Round,3,DupuisA,AscioneT,AscioneT,2.2,1.615,6-7 0-6
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,ZabaletaM,MazarakisV,ZabaletaM,,4.25,3-6 6-1 6-2
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,SavoltA,LabadzeI,LabadzeI,2.103333333333333,1.723,6-4 4-6 5-7
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,SafinM,SaulnierC,SafinM,1.167,4.5,5-7 6-2 6-2
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,TavaresL,RochaD,RochaD,1.6,1.9,5-7 6-2 3-6
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,RochusO,CarrazG,RochusO,1.571,2.25,6-4 7-5
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,GaudioG,MayerF,MayerF,1.40625,2.7,3-6 4-6
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,ChelaJI,CanasG,ChelaJI,1.615,2.2,6-3 6-4
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,CalleriA,VanekJ,VanekJ,1.22,3.75,6-7 6-3 6-7
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,HanescuV,SchuettlerR,HanescuV,2.0,1.727,7-6 6-7 6-3
Estoril Open,13/04/2004,International,Outdoor,Clay,1st Round,3,UlihrachB,MirnyiM,MirnyiM,2.625,1.444,6-7 3-6
Estoril Open,14/04/2004,International,Outdoor,Clay,1st Round,3,NadalR,IvanisevicG,NadalR,1.116,5.975,6-4 6-1
Estoril Open,14/04/2004,International,Outdoor,Clay,1st Round,3,MassuN,GasquetR,GasquetR,1.615,2.2,6-0 6-7 6-7
Estoril Open,14/04/2004,International,Outdoor,Clay,2nd Round,3,MayerF,StepanekR,MayerF,2.0,1.72,6-4 6-2
Estoril Open,14/04/2004,International,Outdoor,Clay,2nd Round,3,VanekJ,PatienceO,PatienceO,2.0,1.727,3-6 2-6
Estoril Open,14/04/2004,International,Outdoor,Clay,2nd Round,3,HanescuV,RochusO,HanescuV,1.615,2.2,6-4 6-0
Estoril Open,15/04/2004,International,Outdoor,Clay,2nd Round,3,ZabaletaM,RobredoT,RobredoT,2.2,1.615,1-6 6-7
Estoril Open,15/04/2004,International,Outdoor,Clay,2nd Round,3,SafinM,AscioneT,SafinM,1.333,3.25,6-4 6-4
Estoril Open,15/04/2004,International,Outdoor,Clay,2nd Round,3,GasquetR,NadalR,NadalR,2.75,1.4,4-6 6-3 2-6
Estoril Open,15/04/2004,International,Outdoor,Clay,2nd Round,3,LabadzeI,MirnyiM,LabadzeI,2.5,1.5,6-3 6-3
Estoril Open,16/04/2004,International,Outdoor,Clay,Quarterfinals,3,HanescuV,MayerF,MayerF,1.72,2.0,4-6 3-6
Estoril Open,16/04/2004,International,Outdoor,Clay,Quarterfinals,3,ChelaJI,PatienceO,ChelaJI,1.222,4.0,6-3 6-2
Estoril Open,16/04/2004,International,Outdoor,Clay,Quarterfinals,3,RobredoT,SafinM,SafinM,2.25,1.571,6-7 6-2 6-7
Estoril Open,17/04/2004,International,Outdoor,Clay,Semifinals,3,ChelaJI,MayerF,ChelaJI,1.4,2.75,6-3 6-3
Estoril Open,18/04/2004,International,Outdoor,Clay,The Final,3,SafinM,ChelaJI,ChelaJI,1.615,2.2,7-6 3-6 3-6
U.S. Men's Clay Court Championships,12/04/2004,International,Outdoor,Clay,1st Round,3,SquillariF,DentT,SquillariF,1.61,2.2,0-6 7-5 7-6
U.S. Men's Clay Court Championships,13/04/2004,International,Outdoor,Clay,1st Round,3,VahalyB,HornaL,HornaL,3.25,1.28,3-6 1-6
U.S. Men's Clay Court Championships,13/04/2004,International,Outdoor,Clay,1st Round,3,BlakeJ,OdesnikW,BlakeJ,1.14,5.1875,6-4 6-2
U.S. Men's Clay Court Championships,13/04/2004,International,Outdoor,Clay,1st Round,3,PoppA,BehrendT,BehrendT,3.0,1.33,1-6 3-6
U.S. Men's Clay Court Championships,13/04/2004,International,Outdoor,Clay,1st Round,3,MartinT,Vassallo-ArguelloM,MartinT,1.53,2.37,6-1 6-2
U.S. Men's Clay Court Championships,13/04/2004,International,Outdoor,Clay,1st Round,3,BurgsmullerL,AcasusoJ,AcasusoJ,2.75,1.4,2-6 2-6
U.S. Men's Clay Court Championships,13/04/2004,International,Outdoor,Clay,1st Round,3,RobertS,FaurelJC,RobertS,1.925,1.7595,6-0 6-2
U.S. Men's Clay Court Championships,13/04/2004,International,Outdoor,Clay,1st Round,3,de ChaunacS,KendrickR,KendrickR,1.8229999999999995,1.92,2-6 6-3 6-7
U.S. Men's Clay Court Championships,13/04/2004,International,Outdoor,Clay,1st Round,3,TursunovD,KarlovicI,TursunovD,1.72,2.0,6-7 6-4 7-5
U.S. Men's Clay Court Championships,13/04/2004,International,Outdoor,Clay,1st Round,3,VeronelliD,MelzerJ,MelzerJ,2.6333333333333333,1.45,3-6 1-6
U.S. Men's Clay Court Championships,14/04/2004,International,Outdoor,Clay,1st Round,3,GoldsteinP,EnqvistT,GoldsteinP,2.37,1.53,6-4 6-4
U.S. Men's Clay Court Championships,14/04/2004,International,Outdoor,Clay,1st Round,3,PeyaA,SanguinettiD,SanguinettiD,1.686,2.07,3-6 7-5 4-6
U.S. Men's Clay Court Championships,14/04/2004,International,Outdoor,Clay,1st Round,3,RoddickA,CarlsenK,RoddickA,1.06,8.0,6-1 7-5
U.S. Men's Clay Court Championships,14/04/2004,International,Outdoor,Clay,1st Round,3,FishM,BogomolovA,BogomolovA,1.4,2.75,3-6 1-6
U.S. Men's Clay Court Championships,14/04/2004,International,Outdoor,Clay,1st Round,3,HaasT,GinepriR,HaasT,1.833,1.833,7-6 6-4
U.S. Men's Clay Court Championships,14/04/2004,International,Outdoor,Clay,1st Round,3,LapenttiN,PavelA,PavelA,2.25,1.571,4-6 3-6
U.S. Men's Clay Court Championships,14/04/2004,International,Outdoor,Clay,2nd Round,3,HornaL,RobertS,HornaL,1.286,3.5,0-6 6-1 6-3
U.S. Men's Clay Court Championships,15/04/2004,International,Outdoor,Clay,2nd Round,3,BehrendT,MelzerJ,MelzerJ,2.1,1.667,2-6 4-6
U.S. Men's Clay Court Championships,15/04/2004,International,Outdoor,Clay,2nd Round,3,MartinT,SquillariF,MartinT,2.0,1.727,7-6 7-6
U.S. Men's Clay Court Championships,15/04/2004,International,Outdoor,Clay,2nd Round,3,KendrickR,RoddickA,RoddickA,7.5,1.071,2-6 3-6
U.S. Men's Clay Court Championships,15/04/2004,International,Outdoor,Clay,2nd Round,3,HaasT,GoldsteinP,HaasT,1.444,2.625,6-4 6-2
U.S. Men's Clay Court Championships,15/04/2004,International,Outdoor,Clay,2nd Round,3,BogomolovA,TursunovD,TursunovD,2.1,1.667,3-6 6-3 2-6
U.S. Men's Clay Court Championships,16/04/2004,International,Outdoor,Clay,2nd Round,3,PavelA,AcasusoJ,PavelA,1.727,2.0,4-6 6-3 6-2
U.S. Men's Clay Court Championships,16/04/2004,International,Outdoor,Clay,2nd Round,3,SanguinettiD,BlakeJ,BlakeJ,3.75,1.25,5-7 3-6
U.S. Men's Clay Court Championships,16/04/2004,International,Outdoor,Clay,Quarterfinals,3,HaasT,TursunovD,HaasT,1.571,2.25,6-2 6-0
U.S. Men's Clay Court Championships,16/04/2004,International,Outdoor,Clay,Quarterfinals,3,BlakeJ,PavelA,PavelA,2.0,1.727,4-6 4-6
U.S. Men's Clay Court Championships,17/04/2004,International,Outdoor,Clay,Quarterfinals,3,HornaL,MartinT,HornaL,1.833,1.833,7-5 6-3
U.S. Men's Clay Court Championships,17/04/2004,International,Outdoor,Clay,Quarterfinals,3,MelzerJ,RoddickA,RoddickA,4.5,1.167,5-7 6-7
U.S. Men's Clay Court Championships,17/04/2004,International,Outdoor,Clay,Semifinals,3,HaasT,PavelA,HaasT,1.909,1.8,6-4 6-7 6-4
U.S. Men's Clay Court Championships,18/04/2004,International,Outdoor,Clay,Semifinals,3,HornaL,RoddickA,RoddickA,4.5,1.167,3-6 4-6
U.S. Men's Clay Court Championships,18/04/2004,International,Outdoor,Clay,The Final,3,HaasT,RoddickA,HaasT,3.5,1.28,6-3 6-4
CAM Open Comunidad Valenciana,12/04/2004,International,Outdoor,Clay,1st Round,3,PortasA,VerdascoF,VerdascoF,2.75,1.4,1-6 4-6
CAM Open Comunidad Valenciana,12/04/2004,International,Outdoor,Clay,1st Round,3,LjubicicI,Garcia-LopezG,LjubicicI,1.2466666666666668,3.8125,6-3 6-4
CAM Open Comunidad Valenciana,12/04/2004,International,Outdoor,Clay,1st Round,3,SanchezD,CorretjaA,CorretjaA,1.667,2.1,7-5 2-6 2-6
CAM Open Comunidad Valenciana,12/04/2004,International,Outdoor,Clay,1st Round,3,VacekJ,BurniolG,VacekJ,1.4153333333333336,2.72,6-3 3-6 6-4
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,AlmagroN,MartinA,MartinA,,,2-6 4-6
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,VicenteF,HernandezO,VicenteF,2.1,1.667,7-6 2-6 7-6
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,van LottumJ,MontanesA,MontanesA,2.0,1.727,3-6 1-6
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,LopezF,AndreevI,LopezF,1.5475,2.3666666666666667,6-4 6-2
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,KoubekS,LopezM,LopezM,1.888,1.8016666666666667,5-7 0-6
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,RochusC,EschauerW,RochusC,1.7943333333333331,1.93,6-4 6-2
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,BlancoG,CostaA,CostaA,2.875,1.364,3-6 3-6
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,SluiterR,van ScheppingenD,SluiterR,1.615,2.2,6-0 6-4
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,LevyH,AncicM,AncicM,2.1,1.667,1-6 1-6
CAM Open Comunidad Valenciana,13/04/2004,International,Outdoor,Clay,1st Round,3,FerreroJC,Matos-GilI,FerreroJC,1.0225,13.75,6-2 7-5
CAM Open Comunidad Valenciana,14/04/2004,International,Outdoor,Clay,1st Round,3,LapenttiG,FerrerD,FerrerD,2.75,1.4083333333333332,4-6 3-6
CAM Open Comunidad Valenciana,14/04/2004,International,Outdoor,Clay,1st Round,3,Ramirez-HidalgoR,CalatravaA,Ramirez-HidalgoR,1.8256666666666668,1.8655,6-7 7-6 6-4
CAM Open Comunidad Valenciana,14/04/2004,International,Outdoor,Clay,2nd Round,3,CorretjaA,LopezM,LopezM,1.533,2.375,4-6 4-6
CAM Open Comunidad Valenciana,14/04/2004,International,Outdoor,Clay,2nd Round,3,RochusC,CostaA,RochusC,3.75,1.25,6-4 6-3
CAM Open Comunidad Valenciana,14/04/2004,International,Outdoor,Clay,2nd Round,3,VicenteF,MartinA,MartinA,2.5,1.5,3-6 7-5 4-6
CAM Open Comunidad Valenciana,14/04/2004,International,Outdoor,Clay,2nd Round,3,MontanesA,LopezF,MontanesA,2.75,1.4,4-6 6-2 6-4
CAM Open Comunidad Valenciana,15/04/2004,International,Outdoor,Clay,2nd Round,3,Ramirez-HidalgoR,AncicM,AncicM,2.1,1.667,5-7 2-6
CAM Open Comunidad Valenciana,15/04/2004,International,Outdoor,Clay,2nd Round,3,FerreroJC,VacekJ,FerreroJC,1.063,8.0,6-3 7-5
CAM Open Comunidad Valenciana,15/04/2004,International,Outdoor,Clay,2nd Round,3,LjubicicI,VerdascoF,VerdascoF,1.833,1.833,4-6 4-6
CAM Open Comunidad Valenciana,15/04/2004,International,Outdoor,Clay,2nd Round,3,FerrerD,SluiterR,FerrerD,1.5,2.5,6-2 6-4
CAM Open Comunidad Valenciana,16/04/2004,International,Outdoor,Clay,Quarterfinals,3,LopezM,MontanesA,MontanesA,1.8,1.909,6-2 2-6 0-6
CAM Open Comunidad Valenciana,17/04/2004,International,Outdoor,Clay,Quarterfinals,3,MartinA,RochusC,MartinA,1.615,2.2,6-1 6-2
CAM Open Comunidad Valenciana,17/04/2004,International,Outdoor,Clay,Quarterfinals,3,FerrerD,VerdascoF,VerdascoF,2.0,1.727,2-6 3-6
CAM Open Comunidad Valenciana,17/04/2004,International,Outdoor,Clay,Quarterfinals,3,FerreroJC,AncicM,FerreroJC,1.125,5.5,6-4 6-4
CAM Open Comunidad Valenciana,17/04/2004,International,Outdoor,Clay,Semifinals,3,FerreroJC,VerdascoF,VerdascoF,1.25,3.75,2-6 1-6
CAM Open Comunidad Valenciana,17/04/2004,International,Outdoor,Clay,Semifinals,3,MontanesA,MartinA,MontanesA,1.909,1.8,4-6 6-2 6-2
CAM Open Comunidad Valenciana,18/04/2004,International,Outdoor,Clay,The Final,3,MontanesA,VerdascoF,VerdascoF,2.2,1.615,6-7 3-6
Monte Carlo Masters,19/04/2004,Masters,Outdoor,Clay,1st Round,3,DevilderN,IvanisevicG,DevilderN,,,4-6 6-2 6-2
Monte Carlo Masters,19/04/2004,Masters,Outdoor,Clay,1st Round,3,AraziH,KieferN,KieferN,1.53,2.37,3-6 3-6
Monte Carlo Masters,19/04/2004,Masters,Outdoor,Clay,1st Round,3,DentT,NovakJ,DentT,3.75,1.25,6-4 7-5
Monte Carlo Masters,19/04/2004,Masters,Outdoor,Clay,1st Round,3,SchalkenS,CalleriA,CalleriA,2.75,1.4,1-6 3-6
Monte Carlo Masters,19/04/2004,Masters,Outdoor,Clay,1st Round,3,SantoroF,AndreevI,SantoroF,2.5,1.5,6-3 7-6
Monte Carlo Masters,19/04/2004,Masters,Outdoor,Clay,1st Round,3,UlihrachB,SanchezD,SanchezD,2.375,1.533,1-6 4-6
Monte Carlo Masters,19/04/2004,Masters,Outdoor,Clay,1st Round,3,HenmanT,SpadeaV,HenmanT,1.615,2.2,6-7 6-4 7-6
Monte Carlo Masters,19/04/2004,Masters,Outdoor,Clay,1st Round,3,BerdychT,LisnardJ,LisnardJ,1.444,2.625,5-7 3-6
